CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
4.47E+13,635590,6061,Active,Santa Cruz,Santa Cruz City Elementary,De Laveaga Elementary,1145 Morrissey Boulevard,1145 Morrissey Blvd.,Santa Cruz,95065-1498
4.47E+13,635590,6062,Active,Santa Cruz,Santa Cruz City Elementary,Gault Elementary,1320 Seabright Avenue,1320 Seabright Ave.,Santa Cruz,95062-2525
4.47E+13,635590,,Closed,Santa Cruz,Santa Cruz City Elementary,Laurel Elementary,301 Center Street,301 Center St.,Santa Cruz,95060
4.47E+13,635590,6066,Closed,Santa Cruz,Santa Cruz City Elementary,Natural Bridges Elementary School,255 Swift Street,255 Swift St.,Santa Cruz,95060-6225
4.47E+13,635590,6069,Active,Santa Cruz,Santa Cruz City Elementary,Westlake Elementary,1000 High Street,1000 High St.,Santa Cruz,95060-2596
4.47E+13,635590,,Closed,Santa Cruz,Santa Cruz City Elementary,Bilingual/Multicultural Altern,840 N. Branciforte Avenue,840 N. Branciforte Ave.,Santa Cruz,95060
4.47E+13,635590,10080,Active,Santa Cruz,Santa Cruz City Elementary,Santa Cruz City Elementary Alternative Education-Monarch,840 North Branciforte Avenue,840 North Branciforte Ave.,Santa Cruz,95062-1028
4.47E+13,635600,,Active,Santa Cruz,Santa Cruz City High,,405 Old San Jose Road,405 Old San Jose Rd.,Soquel,95073-2213
4.47E+13,635600,12904,Active,Santa Cruz,Santa Cruz City High,Sequoia Academy,319 La Fonda Avenue,319 La Fonda Ave.,Santa Cruz,95062-1430
4.47E+13,635600,,Closed,Santa Cruz,Santa Cruz City High,Tam (Teenage Mothers),319 La Fonda,319 La Fonda,Santa Cruz,95060
4.47E+13,635600,7869,Active,Santa Cruz,Santa Cruz City High,Ark Independent Studies,840 North Branciforte Avenue,840 North Branciforte Ave.,Santa Cruz,95062-1028
4.47E+13,635600,6664,Active,Santa Cruz,Santa Cruz City High,Delta Charter,"6500 Soquel Drive, Building 1190","6500 Soquel Dr., Bldg. 1190",Aptos,95003-3119
4.47E+13,635600,7437,Active,Santa Cruz,Santa Cruz City High,Alternative Family Education,840 North Branciforte Avenue,840 North Branciforte Ave.,Santa Cruz,95062-1028
4.47E+13,635600,6063,Active,Santa Cruz,Santa Cruz City High,Harbor High,300 La Fonda Avenue,300 La Fonda Ave.,Santa Cruz,95062-1431
4.47E+13,635600,6064,Active,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,840 North Branciforte Avenue,840 North Branciforte Ave.,Santa Cruz,95062-1028
4.47E+13,635600,13449,Active,Santa Cruz,Santa Cruz City High,Santa Cruz Adult,319 La Fonda Avenue,319 La Fonda Ave.,Santa Cruz,95062
4.47E+13,635600,6067,Active,Santa Cruz,Santa Cruz City High,Santa Cruz High,415 Walnut Avenue,415 Walnut Ave.,Santa Cruz,95060-3633
4.47E+13,635600,6068,Active,Santa Cruz,Santa Cruz City High,Soquel High,401 Old San Jose Road,401 Old San Jose Rd.,Soquel,95073-2213
4.47E+13,635600,6060,Active,Santa Cruz,Santa Cruz City High,Branciforte Middle,315 Poplar Street,315 Poplar St.,Santa Cruz,95062-1131
4.47E+13,635600,6065,Active,Santa Cruz,Santa Cruz City High,Mission Hill Middle,425 King Street,425 King St.,Santa Cruz,95060-3411
4.47E+13,635600,7438,Closed,Santa Cruz,Santa Cruz City High,Sojourn Middle Charter,111 Erett Circle,111 Erett Cir.,Santa Cruz,95060
4.47E+13,,,Merged,Santa Cruz,Scotts Valley Union Elementary,,"4444 Scotts Valley Dr,Suite 5B","4444 Scotts Valley Dr,Suite 5B",Scotts Valley,95066-4529
4.47E+13,,6172,Merged,Santa Cruz,Scotts Valley Union Elementary,Brook Knoll Elementary,151 Brook Knoll Drive,151 Brook Knoll Dr.,Santa Cruz,95060-1342
4.47E+13,,6173,Merged,Santa Cruz,Scotts Valley Union Elementary,Scotts Valley Middle,8 Bean Creek Road,8 Bean Creek Rd.,Scotts Valley,95066-4109
4.47E+13,,6174,Merged,Santa Cruz,Scotts Valley Union Elementary,Vine Hill Elementary,151 Vine Hill School Road,151 Vine Hill School Rd.,Scotts Valley,95066-3211
4.47E+13,637290,,Active,Santa Cruz,Soquel Union Elementary,,620 Monterey Avenue,620 Monterey Ave.,Capitola,95010-3618
4.47E+13,637290,13055,Active,Santa Cruz,Soquel Union Elementary,Opal Cliffs,4510 Jade Street,4510 Jade St.,Capitola,95010-3957
4.47E+13,637290,6308,Closed,Santa Cruz,Soquel Union Elementary,Capitola Elementary,504 Monterey Avenue,504 Monterey Ave.,Capitola,95010-3696
4.47E+13,637290,6310,Active,Santa Cruz,Soquel Union Elementary,Santa Cruz Gardens Elementary,8005 Winkle Avenue,8005 Winkle Ave.,Santa Cruz,95065-1149
4.47E+13,637290,6311,Active,Santa Cruz,Soquel Union Elementary,Soquel Elementary,2700 Porter Street,2700 Porter St.,Soquel,95073-2421
4.47E+13,637290,6309,Active,Santa Cruz,Soquel Union Elementary,New Brighton Middle,250 Washburn Avenue,250 Washburn Ave.,Capitola,95010-3799
4.47E+13,637290,2798,Active,Santa Cruz,Soquel Union Elementary,Main Street Elementary,3400 North Main Street,3400 North Main St.,Soquel,95073-2212
4.47E+13,637290,,Closed,Santa Cruz,Soquel Union Elementary,McDowell Learning Center,2820 Porter Street,2820 Porter St.,Soquel,95073
4.47E+13,600143,,Active,Santa Cruz,Santa Cruz County ROP,,400 Encinal Street,400 Encinal St.,Santa Cruz,95060
4.47E+13,600143,11465,Active,Santa Cruz,Santa Cruz County ROP,Santa Cruz County ROP,400 Encinal Street,400 Encinal St.,Santa Cruz,95060-2115
4.48E+13,600043,,Active,Santa Cruz,Scotts Valley Unified,,"4444 Scotts Valley Drive, Suite 5B","4444 Scotts Valley Dr., Ste. 5B",Scotts Valley,95066-4529
4.48E+13,600043,8369,Active,Santa Cruz,Scotts Valley Unified,Scotts Valley High,555 Glenwood Drive,555 Glenwood Dr.,Scotts Valley,95066-3262
4.48E+13,600043,6172,Active,Santa Cruz,Scotts Valley Unified,Brook Knoll Elementary,151 Brook Knoll Drive,151 Brook Knoll Dr.,Santa Cruz,95060-1342
4.48E+13,600043,6173,Active,Santa Cruz,Scotts Valley Unified,Scotts Valley Middle,8 Bean Creek Road,8 Bean Creek Rd.,Scotts Valley,95066-4109
4.48E+13,600043,6174,Active,Santa Cruz,Scotts Valley Unified,Vine Hill Elementary,151 Vine Hill School Road,151 Vine Hill School Rd.,Scotts Valley,95066-3211
4.51E+13,691037,,Active,Shasta,Shasta County Office of Education,,1644 Magnolia Avenue,1644 Magnolia Ave.,Redding,96001-1513
4.51E+13,691037,11800,Active,Shasta,Shasta County Office of Education,Chrysalis Charter,21945 Old Forty-Four Drive,21945 Old Forty-Four Dr.,Palo Cedro,96073-9760
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Shasta Trades Academy,"2985 Innsbruck Drive, Suite B","2985 Innsbruck Dr., Ste. B",Redding,96003
4.51E+13,691037,12364,Active,Shasta,Shasta County Office of Education,Phoenix Program,3711 Oasis Road,3711 Oasis Rd.,Redding,96003-0397
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Academy of Personalized Learning,2985 Innsbruck Drive,2985 Innsbruck Dr.,Redding,96002
4.51E+13,691037,12346,Closed,Shasta,Shasta County Office of Education,Magnolia Independent Learning Center,1524 Magnolia Avenue,1524 Magnolia Ave.,Redding,96001-1515
4.51E+13,691037,12305,Closed,Shasta,Shasta County Office of Education,Shasta Independent Learning Center,11555 Oregon Trail Bldg 3400,11555 Oregon Trail Bldg 3400,Redding,96003
4.51E+13,691037,,Active,Shasta,Shasta County Office of Education,Shasta County Independent Study Charter,11555 Oregon Trail,11555 Oregon Trail,Redding,96049
4.51E+13,691037,,Active,Shasta,Shasta County Office of Education,Redding STEM Academy,3711 Oasis Road,3711 Oasis Rd.,Redding,96003-0397
4.51E+13,691037,10178,Closed,Shasta,Shasta County Office of Education,Shasta County Opportunity,1644 Magnolia Avenue,1644 Magnolia Ave.,Redding,96001-1513
4.51E+13,691037,2799,Active,Shasta,Shasta County Office of Education,Shasta County Juvenile Court,2684 Radio Lane,2684 Radio Ln.,Redding,96001
4.51E+13,691037,10670,Active,Shasta,Shasta County Office of Education,Career Pathways to Success Community School,3711 Oasis Road,3711 Oasis Rd.,Redding,96003-0397
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Juvenile Hall/Community,2680 Radio Lane,2680 Radio Ln.,Redding,96001
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Berglund Hearing Impaired,1225 Mistletoe Lane,1225 Mistletoe Ln.,Redding,96002
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Monte Vista TMR,3200 Adams Lane,3200 Adams Ln.,Redding,96002
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Buckeye Special Education Center,3499 Hiatt Drive,3499 Hiatt Dr.,Redding,96003
4.51E+13,691037,7220,Active,Shasta,Shasta County Office of Education,Shasta County Special Education,3711 Oasis Road,3711 Oasis Rd.,Redding,96003-0397
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Shasta County Superintendent O,1644 Magnolia Avenue,1644 Magnolia Ave.,Redding,96001
4.51E+13,691037,9182,Merged,Shasta,Shasta County Office of Education,Community School,5855 South Bonnyview,5855 South Bonnyview,Redding,96001
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Whiskeytown Environmental Sch.,PO Box 186,PO Box 186,Whiskeytown,96095
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Shasta County Community,5885 S. Bonnyview Street,5885 S. Bonnyview St.,Redding,96001
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Green Pastures,3924 Silverbridge Road,3924 Silverbridge Rd.,Palo Cedro,96073
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Mary Street School,590 Mary Street,590 Mary St.,Redding,96001
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Live Oak Special Education Cen,5885 E. Bonnyview Road,5885 E. Bonnyview Rd.,Redding,96001
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Remi Vista School,PO Box 36,PO Box 36,Whitmore,96096
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Community School,,,,
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Junction Special School,3801 Deschutes Road,3801 Deschutes Rd.,Palo Cedro,96073
4.51E+13,691037,,Closed,Shasta,Shasta County Office of Education,Burney Community,1658 Tamarack,1658 Tamarack,Burney,96013
4.51E+13,691037,,Merged,Shasta,Shasta County Office of Education,Live Oak,5585 E. Bonnyview Road,5585 E. Bonnyview Rd.,Redding,96001
4.53E+13,,,Closed,Shasta,Mt. Lassen Assembly of God,Burney Head Start Preschool,PO Box 626,PO Box 626,Burney,96013
4.57E+13,602700,,Active,Shasta,Anderson Union High,,1469 Ferry Street,1469 Ferry St.,Anderson,96007-3313
4.57E+13,602700,11937,Closed,Shasta,Anderson Union High,Anderson Community Day Transition,5250 West Anderson Drive,5250 West Anderson Dr.,Anderson,96007-8645
4.57E+13,602700,7642,Active,Shasta,Anderson Union High,West Valley High,3805 Happy Valley Road,3805 Happy Valley Rd.,Cottonwood,96022-9205
4.57E+13,602700,5415,Active,Shasta,Anderson Union High,Oakview High (Alternative),20083 Olinda Road,20083 Olinda Rd.,Anderson,96007-8291
4.57E+13,602700,13583,Active,Shasta,Anderson Union High,Anderson Adult Education,5250 West Anderson Dr,5250 West Anderson Dr,Anderson,96007
4.57E+13,602700,7439,Active,Shasta,Anderson Union High,Anderson Community Day,20083 Olinda Road,20083 Olinda Rd.,Anderson,96007-8291
4.57E+13,602700,10671,Active,Shasta,Anderson Union High,Anderson New Technology High,2098 North Street,2098 North St.,Anderson,96007-3477
4.57E+13,602700,197,Active,Shasta,Anderson Union High,North Valley High,20083 Olinda Road,20083 Olinda Rd.,Anderson,96007-8291
4.57E+13,602700,196,Active,Shasta,Anderson Union High,Anderson High,1471 Ferry Street,1471 Ferry St.,Anderson,96007-3313
4.57E+13,,,Merged,Shasta,Bass Elementary,,14732 Bass Drive,14732 Bass Dr.,Redding,96003
4.57E+13,,,Merged,Shasta,Bass Elementary,Bass Elementary,14732 Bass Drive,14732 Bass Dr.,Redding,96003
4.57E+13,604350,,Active,Shasta,Bella Vista Elementary,,22661 Old Alturas Road,22661 Old Alturas Rd.,Bella Vista,96008-9792
4.57E+13,604350,392,Active,Shasta,Bella Vista Elementary,Bella Vista Elementary,22661 Old Alturas Road,22661 Old Alturas Rd.,Bella Vista,96008-9792
4.57E+13,604350,8370,Closed,Shasta,Bella Vista Elementary,Bella Vista Elementary Community Day,22661 Old Alturas Road,22661 Old Alturas Rd.,Bella Vista,96008
4.57E+13,605220,,Active,Shasta,Black Butte Union Elementary,,7752 Ponderosa Way,7752 Ponderosa Way,Shingletown,96088-9652
4.57E+13,605220,493,Active,Shasta,Black Butte Union Elementary,Black Butte Elementary,7752 Ponderosa Way,7752 Ponderosa Way,Shingletown,96088-9652
4.57E+13,605220,7440,Active,Shasta,Black Butte Union Elementary,Black Butte Junior High,7946 Ponderosa Way,7946 Ponderosa Way,Shingletown,96088-9683
4.57E+13,605220,10415,Closed,Shasta,Black Butte Union Elementary,East Valley Community Day K-6 Elementary,7752 Ponderosa Way,7752 Ponderosa Way,Shingletown,96088
4.57E+13,605220,10416,Closed,Shasta,Black Butte Union Elementary,East Valley Community Day 6-8 Middle,7752 Ponderosa Way,7752 Ponderosa Way,Shingletown,96088
4.57E+13,,,Merged,Shasta,Buckeye Elementary,,3407 Hiatt Drive,3407 Hiatt Dr.,Redding,96003
4.57E+13,,1682,Merged,Shasta,Buckeye Elementary,Buckeye Elementary,3407 Hiatt Drive,3407 Hiatt Dr.,Redding,96003
4.57E+13,,,Merged,Shasta,Buckeye Elementary,Buckeye Junior High,3407 Hiatt Drive,3407 Hiatt Dr.,Redding,96003
4.57E+13,,,Merged,Shasta,Canyon Union Elementary,,School Road,School Rd.,Lakehead,96051
4.57E+13,,,Merged,Shasta,Canyon Union Elementary,Canyon Elementary,School Road,School Rd.,Lakehead,96051
4.57E+13,607680,,Active,Shasta,Cascade Union Elementary,,1645 West Mill Street,1645 West Mill St.,Anderson,96007-3226
4.57E+13,607680,11942,Active,Shasta,Cascade Union Elementary,South County Community Day,1500 Spruce St,1500 Spruce St,Anderson,96007-4369
4.57E+13,607680,11801,Closed,Shasta,Cascade Union Elementary,Acorns to Oaks,21132 Ronald Street,21132 Ronald St.,Anderson,96007
4.57E+13,607680,13157,Closed,Shasta,Cascade Union Elementary,Green Valley School of Academics,19414 Jacqueline Street,19414 Jacqueline St.,Anderson,96007
4.57E+13,607680,,Closed,Shasta,Cascade Union Elementary,Cascade Community Day,2644 North Street,2644 North St.,Anderson,96007
4.57E+13,607680,733,Active,Shasta,Cascade Union Elementary,Anderson Middle,1646 West Ferry Street,1646 West Ferry St.,Anderson,96007-3314
4.57E+13,607680,734,Active,Shasta,Cascade Union Elementary,Anderson Heights Elementary,1530 Spruce Street,1530 Spruce St.,Anderson,96007-4369
4.57E+13,607680,735,Active,Shasta,Cascade Union Elementary,Meadow Lane Elementary,2770 Balls Ferry Road,2770 Balls Ferry Rd.,Anderson,96007-3537
4.57E+13,607680,736,Closed,Shasta,Cascade Union Elementary,Verde Vale Elementary,19415 Jacqueline Street,19415 Jacqueline St.,Anderson,96007-4824
4.57E+13,607680,7441,Active,Shasta,Cascade Union Elementary,Cascade Community Day,1500 Spruce Street,1500 Spruce St.,Anderson,96007-4369
4.57E+13,607770,,Active,Shasta,Castle Rock Union Elementary,,29373 Main Street,29373 Main St.,Castella,96017-0180
4.57E+13,607770,739,Active,Shasta,Castle Rock Union Elementary,Castle Rock Elementary,29373 Main Street,29373 Main St.,Castella,96017-0180
4.57E+13,609450,,Active,Shasta,Columbia Elementary,,10140 Old Oregon Trail,10140 Old Oregon Trail,Redding,96003-7995
4.57E+13,609450,11272,Closed,Shasta,Columbia Elementary,Columbia-East Valley K-6 Community Day,10144 Old Oregon Trail,10144 Old Oregon Trail,Redding,96003-7995
4.57E+13,609450,961,Active,Shasta,Columbia Elementary,Columbia Elementary,10142 Old Oregon Trail,10142 Old Oregon Trail,Redding,96003-7995
4.57E+13,609450,8635,Active,Shasta,Columbia Elementary,Mountain View Middle,675 Shasta View Drive,675 Shasta View Dr.,Redding,96003-8287
4.57E+13,609450,10672,Closed,Shasta,Columbia Elementary,Columbia-East Valley 6-8 Community Day,10146 Old Oregon Trail,10146 Old Oregon Trail,Redding,96003-7995
4.57E+13,609990,,Active,Shasta,Cottonwood Union Elementary,,20512 West First Street,20512 West First St.,Cottonwood,96022-8808
4.57E+13,609990,11466,Closed,Shasta,Cottonwood Union Elementary,Cottonwood Community Day,20512 West First Street,20512 West First St.,Cottonwood,96022
4.57E+13,609990,11802,Active,Shasta,Cottonwood Union Elementary,North Cottonwood,19920 Gas Point Road,19920 Gas Point Rd.,Cottonwood,96022-9115
4.57E+13,609990,12647,Active,Shasta,Cottonwood Union Elementary,Cottonwood Creek Charter,3425 Brush Street,3425 Brush St.,Cottonwood,96022-8808
4.57E+13,609990,,Active,Shasta,Cottonwood Union Elementary,Cottonwood Preschool,19920 Gas Point Road,19920 Gas Point Rd.,Cottonwood,96022-9115
4.57E+13,609990,1085,Closed,Shasta,Cottonwood Union Elementary,East Cottonwood Elementary,3425 Brush Street,3425 Brush St.,Cottonwood,96022
4.57E+13,609990,1086,Active,Shasta,Cottonwood Union Elementary,West Cottonwood Junior High,20512 West First Street,20512 West First St.,Cottonwood,96022-8808
4.57E+13,612810,,Active,Shasta,Enterprise Elementary,,1155 Mistletoe Lane,1155 Mistletoe Ln.,Redding,96002-0749
4.57E+13,612810,12758,Closed,Shasta,Enterprise Elementary,Shasta Virtual Academy,1155 Mistletoe Lane,1155 Mistletoe Ln.,Redding,96002-0749
4.57E+13,612810,,Active,Shasta,Enterprise Elementary,Redding Collegiate Academy,3200 Adams Lane,3200 Adams Ln.,Redding,96002-2523
4.57E+13,612810,1439,Active,Shasta,Enterprise Elementary,Alta Mesa Elementary,2301 Saturn Skyway,2301 Saturn Skyway,Redding,96002-2813
4.57E+13,612810,1440,Active,Shasta,Enterprise Elementary,Lassen View Elementary,705 Loma Vista Drive,705 Loma Vista Dr.,Redding,96002-3113
4.57E+13,612810,1441,Active,Shasta,Enterprise Elementary,Mistletoe Elementary,1225 Mistletoe Lane,1225 Mistletoe Ln.,Redding,96002-0720
4.57E+13,612810,1442,Active,Shasta,Enterprise Elementary,Parsons Junior High,750 Hartnell Avenue,750 Hartnell Ave.,Redding,96002-2120
4.57E+13,612810,1443,Active,Shasta,Enterprise Elementary,Rother Elementary,795 Hartnell Avenue,795 Hartnell Ave.,Redding,96002-2121
4.57E+13,612810,1444,Active,Shasta,Enterprise Elementary,Shasta Meadows Elementary,2825 Yana Avenue,2825 Yana Ave.,Redding,96002-1493
4.57E+13,612810,2810,Active,Shasta,Enterprise Elementary,Boulder Creek Elementary,505 Springer Drive,505 Springer Dr.,Redding,96003-4592
4.57E+13,612810,6670,Closed,Shasta,Enterprise Elementary,Chrysalis Charter,800 Auditorium Drive,800 Auditorium Dr.,Redding,96002
4.57E+13,612810,7442,Active,Shasta,Enterprise Elementary,PACE Academy,3200 Adams Lane,3200 Adams Ln.,Redding,96002-2813
4.57E+13,613470,,Active,Shasta,Fall River Joint Unified,,20375 Tamarack Avenue,20375 Tamarack Ave.,Burney,96013-4054
4.57E+13,613470,8137,Active,Shasta,Fall River Joint Unified,Mountain View High (Continuation),20375 Tamarack Avenue,20375 Tamarack Ave.,Burney,96013-4054
4.57E+13,613470,,Closed,Shasta,Fall River Joint Unified,Fall River Jt. Unified Alter. Ed.,37571 Mountain View Road Burney,37571 Mountain View Road Burney,Callel,96016
4.57E+13,613470,,Closed,Shasta,Fall River Joint Unified,Fall River Adult Education,37571 Mountain View Road,37571 Mountain View Rd.,Burney,96013
4.57E+13,613470,7814,Active,Shasta,Fall River Joint Unified,Soldier Mountain High (Continuation),44144 A Street,44144 A St.,McArthur,96056-8556
4.57E+13,613470,8371,Active,Shasta,Fall River Joint Unified,Fall River Community Day,44144 A Street,44144 A St.,McArthur,96056-8556
4.57E+13,613470,8376,Active,Shasta,Fall River Joint Unified,Burney Community Day,20375 Tamarack Avenue,20375 Tamarack Ave.,Burney,96013-4054
4.57E+13,613470,1533,Active,Shasta,Fall River Joint Unified,Burney Junior-Senior High,37571 Mountain View Road,37571 Mountain View Rd.,Burney,96013-4350
4.57E+13,613470,1536,Active,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,44215 Walnut Street,44215 Walnut St.,McArthur,96056-8555
4.57E+13,613470,1534,Active,Shasta,Fall River Joint Unified,Burney Elementary,37403 Toronto Street,37403 Toronto St.,Burney,96013-4381
4.57E+13,613470,1535,Active,Shasta,Fall River Joint Unified,Fall River Elementary,24977 Curve Street,24977 Curve St.,Fall River Mills,96028-9798
4.57E+13,613470,,Closed,Shasta,Fall River Joint Unified,Hat Creek Elementary Defunct,Cassel,Cassel,Fall River Mills,96028
4.57E+13,613470,,Closed,Shasta,Fall River Joint Unified,McArthur Elementary,Main & Cedar Streets,Main & Cedar Sts.,Cassell,96016
4.57E+13,613470,1537,Active,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,37577 Mountain View Road,37577 Mountain View Rd.,Burney,96013
4.57E+13,613470,10417,Active,Shasta,Fall River Joint Unified,Burney Elementary Community Day,20375 Tamarack Avenue,20375 Tamarack Ave.,Burney,96013-4054
4.57E+13,613470,10418,Active,Shasta,Fall River Joint Unified,Fall River Elementary Community Day,24977 Curve Street,24977 Curve St.,Burney,96013
4.57E+13,614490,,Active,Shasta,French Gulch-Whiskeytown Elementary,,11442 Cline Gulch Road,11442 Cline Gulch Rd.,French Gulch,96033-0368
4.57E+13,614490,1701,Active,Shasta,French Gulch-Whiskeytown Elementary,French Gulch-Whiskeytown Elementary,11442 Cline Gulch Road,11442 Cline Gulch Rd.,French Gulch,96033-0368
4.57E+13,615690,,Active,Shasta,Grant Elementary,,8835 Swasey Drive,8835 Swasey Dr.,Redding,96001-9722
4.57E+13,615690,1980,Active,Shasta,Grant Elementary,Grant Elementary,8835 Swasey Drive,8835 Swasey Dr.,Redding,96001-9722
4.57E+13,616570,,Active,Shasta,Happy Valley Union Elementary,,17480 Palm Avenue,17480 Palm Ave.,Anderson,96007-8241
4.57E+13,616570,11803,Active,Shasta,Happy Valley Union Elementary,Happy Valley Community Day,1967 West Mill St,1967 West Mill St,Anderson,96007
4.57E+13,616570,2089,Active,Shasta,Happy Valley Union Elementary,Happy Valley Elementary,17480 Palm Avenue,17480 Palm Ave.,Anderson,96007-8241
4.57E+13,616570,2090,Active,Shasta,Happy Valley Union Elementary,Happy Valley Primary,16300 Cloverdale Road,16300 Cloverdale Rd.,Anderson,96007-8209
4.57E+13,616570,8377,Closed,Shasta,Happy Valley Union Elementary,Happy Valley Community Day (Elem),1697 West Mill Street,1697 West Mill St.,Anderson,96007
4.57E+13,618160,,Active,Shasta,"Igo, Ono, Platina Union Elementary",,6429 Placer Street,6429 Placer St.,Igo,96047-0250
4.57E+13,618160,2238,Active,Shasta,"Igo, Ono, Platina Union Elementary",Igo-Ono Elementary,6429 Placer Street,6429 Placer St.,Igo,96047
4.57E+13,618160,,Closed,Shasta,"Igo, Ono, Platina Union Elementary",Ono Elementary,PO Box 41,PO Box 41,Igo,96047
4.57E+13,618160,2239,Active,Shasta,"Igo, Ono, Platina Union Elementary",Platina Elementary,3955 Platina School Road,3955 Platina School Rd.,Platina,96076-9702
4.57E+13,618270,,Active,Shasta,Indian Springs Elementary,,25299 Big Bend Road,25299 Big Bend Rd.,Big Bend,96011-0070
4.57E+13,618270,2246,Active,Shasta,Indian Springs Elementary,Indian Springs Elementary,25299 Big Bend Road,25299 Big Bend Rd.,Big Bend,96011-0070
4.57E+13,619200,,Active,Shasta,Junction Elementary,,9087 Deschutes Road,9087 Deschutes Rd.,Palo Cedro,96073-8713
4.57E+13,619200,2308,Active,Shasta,Junction Elementary,Junction Elementary,9087 Deschutes Road,9087 Deschutes Rd.,Palo Cedro,96073-8713
4.57E+13,619200,7292,Closed,Shasta,Junction Elementary,Junction Intermediate,9019 Deschutes Road,9019 Deschutes Rd.,Palo Cedro,96073-8713
4.57E+13,624930,,Active,Shasta,Millville Elementary,,8570 Brookdale Road,8570 Brookdale Rd.,Millville,96062-9619
4.57E+13,624930,3723,Active,Shasta,Millville Elementary,Millville Elementary,8570 Brookdale Road,8570 Brookdale Rd.,Millville,96062-9619
4.57E+13,627510,,Active,Shasta,North Cow Creek Elementary,,10619 Swede Creek Road,10619 Swede Creek Rd.,Palo Cedro,96073-9742
4.57E+13,627510,4138,Active,Shasta,North Cow Creek Elementary,North Cow Creek Elementary,10619 Swede Creek Road,10619 Swede Creek Rd.,Palo Cedro,96073-9742
4.57E+13,627870,,Active,Shasta,Oak Run Elementary,,27635 Oak Run to Fern Road,27635 Oak Run to Fern Rd.,Oak Run,96069-0048
4.57E+13,627870,4227,Active,Shasta,Oak Run Elementary,Oak Run Elementary,27635 Oak Run to Fern Road,27635 Oak Run to Fern Rd.,Oak Run,96069-9592
4.57E+13,629280,,Active,Shasta,Pacheco Union Elementary,,7424 Pacheco School Road,7424 Pacheco School Rd.,Redding,96002-4069
4.57E+13,629280,4522,Active,Shasta,Pacheco Union Elementary,Pacheco Elementary,7430 Pacheco School Road,7430 Pacheco School Rd.,Redding,96002-4069
4.57E+13,629280,4523,Active,Shasta,Pacheco Union Elementary,Prairie Elementary,20981 Dersch Road,20981 Dersch Rd.,Anderson,96007-8464
4.57E+13,629280,7443,Closed,Shasta,Pacheco Union Elementary,Pacheco Community Day,1645 Mill Street,1645 Mill St.,Anderson,96007
4.57E+13,632040,,Active,Shasta,Redding Elementary,,5885 East Bonnyview Road,5885 East Bonnyview Rd.,Redding,96001-4535
4.57E+13,632040,10419,Closed,Shasta,Redding Elementary,Pathway.com Charter,1756 South Street,1756 South St.,Anderson,96007
4.57E+13,632040,10420,Closed,Shasta,Redding Elementary,Wonder to Wisdom Charter Academy,7504 Hidden Meadows Road,7504 Hidden Meadows Rd.,Shingletown,96088
4.57E+13,632040,10673,Active,Shasta,Redding Elementary,Stellar Secondary Charter High,5885 East Bonnyview Road,5885 East Bonnyview Rd.,Redding,96001-4535
4.57E+13,632040,4925,Active,Shasta,Redding Elementary,Bonny View Elementary,5080 Bidwell Road,5080 Bidwell Rd.,Redding,96001-4255
4.57E+13,632040,4926,Active,Shasta,Redding Elementary,Cypress Elementary,2150 Civic Center Drive,2150 Civic Center Dr.,Redding,96001-2704
4.57E+13,632040,4927,Active,Shasta,Redding Elementary,Juniper,375 Ellis Street,375 Ellis St.,Redding,96001-3644
4.57E+13,632040,,Closed,Shasta,Redding Elementary,Live Oak Elementary,South and East Bonnyview,South and East Bonnyview,Redding,96001
4.57E+13,632040,,Closed,Shasta,Redding Elementary,Magnolia Elementary,1644 Magnolia Avenue,1644 Magnolia Ave.,Redding,96001
4.57E+13,632040,4928,Active,Shasta,Redding Elementary,Manzanita Elementary,1240 Manzanita Hills Avenue,1240 Manzanita Hills Ave.,Redding,96001-1348
4.57E+13,632040,4929,Active,Shasta,Redding Elementary,Sequoia Middle,1805 Sequoia Street,1805 Sequoia St.,Redding,96001-1247
4.57E+13,632040,4930,Active,Shasta,Redding Elementary,Sycamore Elementary,1926 Sycamore Drive,1926 Sycamore Dr.,Redding,96001-4870
4.57E+13,632040,,Closed,Shasta,Redding Elementary,Alternative/Intervention Schoo,,,,
