CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
1.10E+12,691051,,Active,Alameda,Alameda County Office of Education,,313 West Winton Avenue,313 West Winton Ave.,Hayward,94544-1136
1.10E+12,691051,10546,Closed,Alameda,Alameda County Office of Education,FAME Public Charter,"39899 Balentine Drive, Suite 335","39899 Balentine Dr., Ste. 335",Newark,94560-5359
1.10E+12,691051,10947,Active,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,1515 Webster Street,1515 Webster St.,Oakland,94612-3355
1.10E+12,691051,12283,Closed,Alameda,Alameda County Office of Education,Aspire California College Preparatory Academy,2125 Jefferson Avenue,2125 Jefferson Ave.,Berkeley,94703-1414
1.10E+12,691051,12844,Active,Alameda,Alameda County Office of Education,Community School for Creative Education,2111 International Boulevard,2111 International Blvd.,Oakland,94606-4903
1.10E+12,691051,12901,Active,Alameda,Alameda County Office of Education,Yu Ming Charter,1086 Alcatraz Avenue,1086 Alcatraz Ave.,Oakland,94608-1265
1.10E+12,691051,13008,Active,Alameda,Alameda County Office of Education,Urban Montessori Charter,5328 Brann Street,5328 Brann St.,Oakland,94619-3312
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,"Technical, Agricultural & Nat.",597 C Street,597 C St.,Hayward,94541
1.10E+12,691051,9264,Active,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,2500 Fairmont Avenue,2500 Fairmont Ave.,San Leandro,94578-1005
1.10E+12,691051,6830,Active,Alameda,Alameda County Office of Education,Alameda County Community,313 West Winton Avenue,313 West Winton Ave.,Hayward,94544-1136
1.10E+12,691051,9265,Closed,Alameda,Alameda County Office of Education,Alameda County Opportunity,313 West Winton Avenue,313 West Winton Ave.,Hayward,94544-1136
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Berkeley Trade & Tech. College,,,,
1.10E+12,691051,,Active,Alameda,Alameda County Office of Education,Oakland Unity Middle,6038 Brann Street,6038 Brann St.,Oakland,94605-1544
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Canyon Valley Adult School,,,,
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Roosevelt High (Defunct),,,,
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,University High School (Defunc,,,,
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Washington Evening High (Defun,,,,
1.10E+12,691051,4257,Active,Alameda,Alameda County Office of Education,Cox Academy,9860 Sunnyside Street,9860 Sunnyside St.,Oakland,94603-2750
1.10E+12,691051,4288,Active,Alameda,Alameda County Office of Education,Lazear Charter Academy,824 29th Avenue,824 29th Ave.,Oakland,94601-2205
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Chabot Ranch,2500 Fairmont Drive,2500 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,Juvenile Court Schools,2400 Fairmont Drive,2400 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Las Vistas School,2200 Fairmont Drive,2200 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Senior Camp,2600 Fairmont Drive,2600 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Snedigar Cottage,2100 Fairmont Drive,2100 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,Koster/Whiteford Special Center,35725 Cedar Avenue,35725 Cedar Ave.,Newark,94560
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Whiteford School (TMR),685 A Street,685 A St.,Hayward,94541
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Alameda County Special Education,685 A Street,685 A St.,Hayward,94541
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Buena Vista School (Girls),2200 Fairmont Drive,2200 Fairmont Dr.,San Leandro,94578
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,Whiteford (June) School,35725 Cedar Boulevard,35725 Cedar Blvd.,Newark,94560
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,School for School-Age Mothers,8151 Village Parkway,8151 Village Pkwy.,Dublin,94568
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,Sequoia Deaf/Blind Program,685 A Street,685 A St.,Hayward,94541
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,Burke (William P.) Special Center,612 West A Street,612 West A St.,Hayward,94541
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,East County Dch,7997 Vomac Road,7997 Vomac Rd.,Dublin,94566
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,La Fleche (Rock) Special Center,6925 Chabot Road,6925 Chabot Rd.,Oakland,94618
1.10E+12,691051,,Merged,Alameda,Alameda County Office of Education,Motta (Ronald) Special Center,40950 Chapel Way,40950 Chapel Way,Fremont,94538
1.10E+12,691051,8672,Active,Alameda,Alameda County Office of Education,Alameda County Special Education,313 West Winton Avenue,313 West Winton Ave.,Hayward,94544-1136
1.10E+12,691051,,Closed,Alameda,Alameda County Office of Education,New Village Community Public Charter East Bay,,,,
1.32E+12,600002,,Active,Alameda,California School for the Blind (State Special Schl),,500 Walnut Avenue,500 Walnut Ave.,Fremont,94536-4365
1.32E+12,600002,10346,Active,Alameda,California School for the Blind (State Special Schl),California School for the Blind,500 Walnut Avenue,500 Walnut Ave.,Fremont,94536-4365
1.32E+12,600003,,Active,Alameda,California School for the Deaf-Fremont (State Special Schl),,39350 Gallaudet Drive,39350 Gallaudet Dr.,Fremont,94538-2308
1.32E+12,600003,10347,Active,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,39350 Gallaudet Drive,39350 Gallaudet Dr.,Fremont,94538-2308
1.34E+12,,,Closed,Alameda,"California Community College, Chancellors",Franklin Parent Nursery,1460 Eighth Street,1460 Eighth St.,Berkeley,94703
1.40E+12,601397,,Closed,Alameda,Mission Valley ROC/P,"David W. Gordon,Govt. Affairs",PO Box 944272,PO Box 944272,Sacramento,94244
1.61E+12,601770,,Active,Alameda,Alameda Unified,,2060 Challenger Dr,2060 Challenger Dr,Alameda,94501-1037
1.61E+12,601770,,Closed,Alameda,Alameda Unified,College Preparatory & Architecture Academy,4610 Foothill Boulevard,4610 Foothill Blvd.,Oakland,94601
1.61E+12,601770,10547,Active,Alameda,Alameda Unified,Alameda Science and Technology Institute,555 Atlantic Avenue,555 Atlantic Ave.,Alameda,94501-2109
1.61E+12,601770,11549,Active,Alameda,Alameda Unified,Ruby Bridges Elementary,351 Jack London Avenue,351 Jack London Ave.,Alameda,94501-3901
1.61E+12,601770,12399,Active,Alameda,Alameda Unified,Nea Community Learning Center,1900 Third Street,1900 Third St.,Alameda,94501-1851
1.61E+12,601770,42,Active,Alameda,Alameda Unified,The Academy of Alameda,401 Pacific Avenue,401 Pacific Ave.,Alameda,94501-1837
1.61E+12,601770,13107,Active,Alameda,Alameda Unified,Maya Lin,825 Taylor Street,825 Taylor St.,Alameda,94501-3411
1.61E+12,601770,13712,Closed,Alameda,Alameda Unified,Encinal Junior Jets,210 Central Avenue,210 Central Ave.,Alameda,94501-3246
1.61E+12,601770,13205,Active,Alameda,Alameda Unified,Alameda Adult,1300 Third Street,1300 Third St.,Alameda,94501
1.61E+12,601770,41,Active,Alameda,Alameda Unified,Alameda High,2201 Encinal Avenue,2201 Encinal Ave.,Alameda,94501-4406
1.61E+12,601770,,Closed,Alameda,Alameda Unified,Alameda City Unified Alternative Educ.,2437 Eagle Avenue,2437 Eagle Ave.,Alameda,94501
1.61E+12,601770,8673,Active,Alameda,Alameda Unified,Alameda Community Learning Center,1900 Third Street,1900 Third St.,Alameda,94501-1851
1.61E+12,601770,8674,Active,Alameda,Alameda Unified,Alternatives in Action,6221 E 17th Street,6221 E 17th St.,Oakland,94621
1.61E+12,601770,,Active,Alameda,Alameda Unified,The Academy of Alameda Elementary,401 Pacific Avenue,401 Pacific Ave.,Alameda,94501-1837
1.61E+12,601770,,Active,Alameda,Alameda Unified,Encinal Junior/Senior High,210 Central Avenue,210 Central Ave.,Alameda,94501-3246
1.61E+12,601770,45,Closed,Alameda,Alameda Unified,Encinal High,210 Central Avenue,210 Central Ave.,Alameda,94501-3278
1.61E+12,601770,48,Active,Alameda,Alameda Unified,Island High (Continuation),1900 Third Street,1900 Third St.,Alameda,94501-1851
1.61E+12,601770,42,Closed,Alameda,Alameda Unified,Chipman Middle,401 Pacific Avenue,401 Pacific Ave.,Alameda,94501-1837
1.61E+12,601770,51,Active,Alameda,Alameda Unified,Donald D. Lum Elementary,1801 Sandcreek Way,1801 Sandcreek Way,Alameda,94501-6024
1.61E+12,601770,44,Active,Alameda,Alameda Unified,Edison Elementary,2700 Buena Vista Avenue,2700 Buena Vista Ave.,Alameda,94501-1610
1.61E+12,601770,54,Active,Alameda,Alameda Unified,Frank Otis Elementary,3010 Fillmore Street,3010 Fillmore St.,Alameda,94501-5544
1.61E+12,601770,4337,Active,Alameda,Alameda Unified,Franklin Elementary,1433 San Antonio Avenue,1433 San Antonio Ave.,Alameda,94501-4039
1.61E+12,601770,47,Active,Alameda,Alameda Unified,Henry Haight Elementary,2025 Santa Clara Avenue,2025 Santa Clara Ave.,Alameda,94501-2720
1.61E+12,601770,49,Active,Alameda,Alameda Unified,Lincoln Middle,1250 Fernside Boulevard,1250 Fernside Blvd.,Alameda,94501-4808
1.61E+12,601770,50,Closed,Alameda,Alameda Unified,Longfellow Elementary,500 Pacific Avenue,500 Pacific Ave.,Alameda,94501-2125
1.61E+12,601770,,Closed,Alameda,Alameda Unified,Mastick Elementary,1525 Bay Street,1525 Bay St.,Alameda,94501
1.61E+12,601770,53,Closed,Alameda,Alameda Unified,George P. Miller Elementary,250 Singleton Avenue,250 Singleton Ave.,Alameda,94501-7238
1.61E+12,601770,,Closed,Alameda,Alameda Unified,Porter Elementary,2248 Alameda Avenue,2248 Alameda Ave.,Alameda,94501
1.61E+12,601770,56,Closed,Alameda,Alameda Unified,Washington Elementary,825 Taylor Avenue,825 Taylor Ave.,Alameda,94501-3411
1.61E+12,601770,57,Active,Alameda,Alameda Unified,Will C. Wood Middle,420 Grand Street,420 Grand St.,Alameda,94501-5941
1.61E+12,601770,3,Active,Alameda,Alameda Unified,William G. Paden Elementary,444 Central Avenue,444 Central Ave.,Alameda,94501-3615
1.61E+12,601770,58,Closed,Alameda,Alameda Unified,Woodstock Elementary,1900 Third Street,1900 Third St.,Alameda,94501-1898
1.61E+12,601770,43,Active,Alameda,Alameda Unified,Amelia Earhart Elementary,400 Packet Landing Road,400 Packet Landing Rd.,Alameda,94502-6534
1.61E+12,601770,,Closed,Alameda,Alameda Unified,Grand Alternative,400 Grant Street,400 Grant St.,Alameda,94501
1.61E+12,601770,6,Active,Alameda,Alameda Unified,Bay Farm,200 Aughinbaugh Way,200 Aughinbaugh Way,Alameda,94502-7451
1.61E+12,601860,,Active,Alameda,Albany City Unified,,1051 Monroe Street,1051 Monroe St.,Albany,94706-2213
1.61E+12,601860,13188,Closed,Alameda,Albany City Unified,Albany Children's Center,720 Jackson Street,720 Jackson St.,Albany,94706
1.61E+12,601860,13330,Active,Alameda,Albany City Unified,Albany Adult,603 Key Route Boulevard,603 Key Route Blvd.,Albany,94706-1422
1.61E+12,601860,7638,Active,Alameda,Albany City Unified,MacGregor High (Continuation),603 Key Route Blvd,603 Key Route Blvd,Albany,94706-1422
1.61E+12,601860,,Closed,Alameda,Albany City Unified,Albany Adult,603 Key Route Boulevard,603 Key Route Blvd.,Albany,94706
1.61E+12,601860,59,Active,Alameda,Albany City Unified,Albany High,603 Key Route Boulevard,603 Key Route Blvd.,Albany,94706-1422
1.61E+12,601860,,Closed,Alameda,Albany City Unified,Albany Primary,607 Key Route Boulevard,607 Key Route Blvd.,Albany,94706
1.61E+12,601860,61,Active,Alameda,Albany City Unified,Cornell Elementary,920 Talbot Avenue,920 Talbot Ave.,Albany,94706-2020
1.61E+12,601860,,Closed,Alameda,Albany City Unified,MacGregor Primary,601 San Gabriel Avenue,601 San Gabriel Ave.,Albany,94706
1.61E+12,601860,60,Active,Alameda,Albany City Unified,Albany Middle,1259 Brighton Avenue,1259 Brighton Ave.,Albany,94706-1336
1.61E+12,601860,,Closed,Alameda,Albany City Unified,Vista-MacGregor Primary,,,,
1.61E+12,601860,62,Active,Alameda,Albany City Unified,Marin Elementary,1001 Santa Fe Avenue,1001 Santa Fe Ave.,Albany,94706-2341
1.61E+12,601860,7937,Active,Alameda,Albany City Unified,Ocean View Elementary,1000 Jackson Street,1000 Jackson St.,Albany,94706-1904
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,,4665 Bernal Avenue,4665 Bernal Ave.,Pleasanton,94566
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Amador Valley Adult Education,4750 First Street,4750 First St.,Pleasanton,94566-7399
1.61E+12,,,Closed,Alameda,Amador Valley Joint Union High,Amador Valley Adult Education,8151 Village Parkway,8151 Village Pkwy.,Dublin,94566
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Foothill High,4375 Foothill Road,4375 Foothill Rd.,Pleasanton,94566-9799
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Village High,4750 First Street,4750 First St.,Pleasanton,94566-8399
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Pleasanton Unified Alternative,Ten Neal Street,Ten Neal St.,Pleasanton,94566
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Amador Valley High,1155 Santa Rita Road,1155 Santa Rita Rd.,Pleasanton,94566-6176
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Dublin High,8151 Village Parkway,8151 Village Pkwy.,Dublin,94568
1.61E+12,,,Merged,Alameda,Amador Valley Joint Union High,Valley High,7001 Brighton Drive,7001 Brighton Dr.,Dublin,94568-3075
1.61E+12,604740,,Active,Alameda,Berkeley Unified,,2020 Bonar Street,2020 Bonar St.,Berkeley,94702-1793
1.61E+12,604740,12792,Active,Alameda,Berkeley Unified,REALM Charter Middle,2023 Eighth Street,2023 Eighth St.,Berkeley,94710-2026
1.61E+12,604740,12715,Active,Alameda,Berkeley Unified,REALM Charter High,2023 Eighth Street,2023 Eighth St.,Berkeley,94710-2026
1.61E+12,604740,12843,Active,Alameda,Berkeley Unified,Berkeley Special Education Preschool,2134 Martin Luther King Junior Way,2134 Martin Luther King Jr. Way,Berkeley,94704-1180
1.61E+12,604740,13623,Active,Alameda,Berkeley Unified,Berkeley Adult,1701 San Pablo Avenue,1701 San Pablo Ave.,Berkeley,94702-1709
1.61E+12,604740,432,Active,Alameda,Berkeley Unified,Berkeley High,1980 Allston Way,1980 Allston Way,Berkeley,94704-1463
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,"West Campus, Berkeley High",1222 University Avenue,1222 University Ave.,Berkeley,94702
1.61E+12,604740,11300,Active,Alameda,Berkeley Unified,Berkeley Technology Academy,2701 Martin Luther King Junior Way,2701 Martin Luther King Jr. Way,Berkeley,94704-2165
1.61E+12,604740,443,Active,Alameda,Berkeley Unified,Martin Luther King Middle,1781 Rose Street,1781 Rose St.,Berkeley,94703-1048
1.61E+12,604740,7267,Active,Alameda,Berkeley Unified,Willard Middle,2425 Stuart Street,2425 Stuart St.,Berkeley,94705-1209
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,King Educational Center,1810 Hopkins Street,1810 Hopkins St.,Berkeley,94707
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Home Teaching,1809 Fairview,1809 Fairview,Berkeley,94703
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Pregnant Minors Program,Bungalow B,Bungalow B,Berkeley,94704
1.61E+12,604740,6865,Active,Alameda,Berkeley Unified,Rosa Parks Environmental Science Magnet,920 Allston Way,920 Allston Way,Berkeley,94710-2389
1.61E+12,604740,6895,Active,Alameda,Berkeley Unified,Cragmont Elementary,830 Regal Road,830 Regal Rd.,Berkeley,94708-1308
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Tilden Primary,499 Spruce Street,499 Spruce St.,Berkeley,94707
1.61E+12,604740,436,Active,Alameda,Berkeley Unified,Emerson Elementary,2800 Forest Avenue,2800 Forest Ave.,Berkeley,94705-1309
1.61E+12,604740,7938,Closed,Alameda,Berkeley Unified,Franklin Elementary,1150 Virginia Street,1150 Virginia St.,Berkeley,94702-1323
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Hillside Primary,1581 Leroy Avenue,1581 Leroy Ave.,Berkeley,94708
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Grizzly Peak Primary,40 Whitaker Avenue,40 Whitaker Ave.,Berkeley,94708
1.61E+12,604740,441,Active,Alameda,Berkeley Unified,Jefferson Elementary,1400 Ada Street,1400 Ada St.,Berkeley,94702-1217
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Muir Model School,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705
1.61E+12,604740,445,Active,Alameda,Berkeley Unified,Leconte Elementary,2241 Russell Street,2241 Russell St.,Berkeley,94705-1029
1.61E+12,604740,447,Active,Alameda,Berkeley Unified,Malcolm X Elementary,1731 Prince Street,1731 Prince St.,Berkeley,94703-2464
1.61E+12,604740,446,Active,Alameda,Berkeley Unified,Longfellow Arts and Technology Middle,1500 Derby Street,1500 Derby St.,Berkeley,94703-1817
1.61E+12,604740,448,Active,Alameda,Berkeley Unified,Oxford Elementary,1130 Oxford Street,1130 Oxford St.,Berkeley,94707-2624
1.61E+12,604740,450,Active,Alameda,Berkeley Unified,Thousand Oaks Elementary,840 Colusa Avenue,840 Colusa Ave.,Berkeley,94707-1858
1.61E+12,604740,452,Active,Alameda,Berkeley Unified,Washington Elementary,2300 Martin Luther King Junior Way,2300 Martin Luther King Jr. Way,Berkeley,94704-1412
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Whittier Primary,1645 Milvia Street,1645 Milvia St.,Berkeley,94709
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Kilimanjaro,830 Regal Road,830 Regal Rd.,Berkeley,94708
1.61E+12,604740,431,Active,Alameda,Berkeley Unified,Berkeley Arts Magnet at Whittier,1645 Milvia Street,1645 Milvia St.,Berkeley,94709-2073
1.61E+12,604740,,Closed,Alameda,Berkeley Unified,Berkeley Alternative Jr. High,2425 Stuart Street,2425 Stuart St.,Berkeley,94705
1.61E+12,604740,8119,Active,Alameda,Berkeley Unified,John Muir Elementary,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705-2449
1.61E+12,604740,,Merged,Alameda,Berkeley Unified,Franklin Parent Nursery,1460 Eighth Street,1460 Eighth St.,Berkeley,94703
1.61E+12,604740,,Merged,Alameda,Berkeley Unified,Longfellow Parent Nursery,1522 Ward Street,1522 Ward St.,Berkeley,94705
1.61E+12,604740,,Merged,Alameda,Berkeley Unified,UC Child Study Parent Nursery,2425 Atherton,2425 Atherton,Berkeley,94705
1.61E+12,607800,,Active,Alameda,Castro Valley Unified,,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-0146
1.61E+12,607800,11357,Closed,Alameda,Castro Valley Unified,Redwood Alternative High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546
1.61E+12,607800,12607,Active,Alameda,Castro Valley Unified,Alma Preschool,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-3104
1.61E+12,607800,13206,Active,Alameda,Castro Valley Unified,Castro Valley Adult and Career Education,4430 Alma Avenue,4430 Alma Ave.,Castro Valley,94546-4704
1.61E+12,607800,750,Active,Alameda,Castro Valley Unified,Roy A. Johnson High,4430 Alma Avenue,4430 Alma Ave.,Castro Valley,94546-4704
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Redwood Adult Center,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Castro Valley Evening High Sch,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546
1.61E+12,607800,742,Active,Alameda,Castro Valley Unified,Castro Valley High,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546-3400
1.61E+12,607800,744,Active,Alameda,Castro Valley Unified,Redwood Continuation High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,A. B. Morris Intermediate,3310 Barlow Drive,3310 Barlow Dr.,Castro Valley,94546
1.61E+12,607800,741,Active,Alameda,Castro Valley Unified,Castro Valley Elementary,20185 San Miguel Avenue,20185 San Miguel Ave.,Castro Valley,94546-0146
1.61E+12,607800,7661,Active,Alameda,Castro Valley Unified,Chabot Elementary,19104 Lake Chabot Road,19104 Lake Chabot Rd.,Castro Valley,94546-2936
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Clifton Elementary,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546
1.61E+12,607800,6909,Active,Alameda,Castro Valley Unified,Creekside Middle,19722 Center Street,19722 Center St.,Castro Valley,94546-4704
1.61E+12,607800,9342,Active,Alameda,Castro Valley Unified,Independent Elementary,21201 Independent School Road,21201 Independent School Rd.,Castro Valley,94552-4826
1.61E+12,607800,746,Active,Alameda,Castro Valley Unified,Marshall Elementary,20111 Marshall Street,20111 Marshall St.,Castro Valley,94546-4656
1.61E+12,607800,747,Active,Alameda,Castro Valley Unified,Palomares Elementary,6395 Palo Verde Road,6395 Palo Verde Rd.,Castro Valley,94552-9708
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Parsons Elementary,17570 Almond Road,17570 Almond Rd.,Castro Valley,94546
1.61E+12,607800,749,Active,Alameda,Castro Valley Unified,Proctor Elementary,17520 Redwood Road,17520 Redwood Rd.,Castro Valley,94546-1434
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Redwood Elementary,19722 Center Street,19722 Center St.,Castro Valley,94546
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Redwood Primary,4208 James Avenue,4208 James Ave.,Castro Valley,94546
1.61E+12,607800,9525,Active,Alameda,Castro Valley Unified,Stanton Elementary,2644 Somerset Avenue,2644 Somerset Ave.,Castro Valley,94546-4016
1.61E+12,607800,,Closed,Alameda,Castro Valley Unified,Sydney Elementary,2755 Sydney Way,2755 Sydney Way,Castro Valley,94546
1.61E+12,607800,752,Active,Alameda,Castro Valley Unified,Vannoy Elementary,5100 Vannoy,5100 Vannoy,Castro Valley,94546-0146
1.61E+12,607800,740,Active,Alameda,Castro Valley Unified,Canyon Middle,19600 Cull Canyon Road,19600 Cull Canyon Rd.,Castro Valley,94552-3715
1.61E+12,607800,4339,Active,Alameda,Castro Valley Unified,Jensen Ranch Elementary,20001 Carson Lane,20001 Carson Ln.,Castro Valley,94552-1001
1.61E+12,612630,,Active,Alameda,Emery Unified,,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-3035
1.61E+12,612630,13526,Active,Alameda,Emery Unified,Emeryville Preschool Students,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132
1.61E+12,612630,1426,Active,Alameda,Emery Unified,Emery Secondary,915 54th Street,915 54th St.,Oakland,94608-3142
1.61E+12,612630,,Closed,Alameda,Emery Unified,Emery Adult,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035
1.61E+12,612630,,Closed,Alameda,Emery Unified,Ralph Hawley Elementary,1275 61st Street,1275 61st St.,Emeryville,94608
1.61E+12,612630,1425,Active,Alameda,Emery Unified,Anna Yates Elementary,1070 41st Street,1070 41st St.,Emeryville,94608-3643
1.61E+12,612630,5595,Closed,Alameda,Emery Unified,Emery Middle,1275 - 61st Street,1275 - 61st St.,Emeryville,94608
1.61E+12,614400,,Active,Alameda,Fremont Unified,,4210 Technology Drive,4210 Technology Dr.,Fremont,94538-6337
1.61E+12,614400,13083,Active,Alameda,Fremont Unified,Young Adult Program,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124
1.61E+12,614400,13675,Active,Alameda,Fremont Unified,Glankler Early Learning Center,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916
1.61E+12,614400,1654,Active,Alameda,Fremont Unified,American High,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511
1.61E+12,614400,1686,Active,Alameda,Fremont Unified,Robertson High (Continuation),4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028
1.61E+12,614400,9369,Active,Alameda,Fremont Unified,Vista Alternative,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028
1.61E+12,614400,7479,Active,Alameda,Fremont Unified,Circle of Independent Learning,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124
1.61E+12,614400,13325,Active,Alameda,Fremont Unified,Fremont Adult,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124
1.61E+12,614400,1671,Active,Alameda,Fremont Unified,Irvington High,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353
1.61E+12,614400,1672,Active,Alameda,Fremont Unified,John F. Kennedy High,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913
1.61E+12,614400,1678,Active,Alameda,Fremont Unified,Mission San Jose High,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799
1.61E+12,614400,1692,Active,Alameda,Fremont Unified,Washington High,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Williamson High,3400 Eggers Drive,3400 Eggers Dr.,Fremont,94536
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Alviso Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94536
1.61E+12,614400,1656,Active,Alameda,Fremont Unified,John Blacow Elementary,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314
1.61E+12,614400,1657,Active,Alameda,Fremont Unified,Brier Elementary,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916
1.61E+12,614400,1659,Active,Alameda,Fremont Unified,Cabrillo Elementary,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Noll (Conrad) Elementary,39600 Sundale Drive,39600 Sundale Dr.,Fremont,94538
1.61E+12,614400,,Closed,Alameda,Fremont Unified,David Reynolds Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538
1.61E+12,614400,1666,Active,Alameda,Fremont Unified,E. M. Grimmer Elementary,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Marshall (Earl) Elementary,5301 Curtis Street,5301 Curtis St.,Fremont,94539
1.61E+12,614400,1663,Active,Alameda,Fremont Unified,Glenmoor Elementary,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Hacienda Elementary,35699 Niles Boulevard,35699 Niles Blvd.,Fremont,94536
1.61E+12,614400,1665,Active,Alameda,Fremont Unified,Harvey Green Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131
1.61E+12,614400,1662,Active,Alameda,Fremont Unified,J. Haley Durham Elementary,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520
1.61E+12,614400,1673,Active,Alameda,Fremont Unified,James Leitch Elementary,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005
1.61E+12,614400,1655,Active,Alameda,Fremont Unified,Joseph Azevada Elementary,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843
1.61E+12,614400,,Merged,Alameda,Fremont Unified,Linda Vista Elementary,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538
