schools,districts,countys,sat_pct_pass_gr12,act_pct_pass_gr12,pct_poverty,pct_asian,pct_black,pct_hispanic,pct_white,pct_mixed,pct_other_race,act_tst_tkrs_gr12,enroll_gr12,sat_tst_tkrs_gr12,school_score_class,school_pov_class
Fortuna Union High,Fortuna Union High,Humboldt,48.0,50.0,50.8,0.9433962264150944,0.1179245283018868,27.240566037735846,61.20283018867924,6.485849056603773,4.009433962264151,18.0,183.0,56.0,fair,medium
Eureka Senior High,Eureka City Schools,Humboldt,55.00000000000001,70.0,56.7,11.282051282051283,2.1367521367521367,18.974358974358974,51.36752136752136,8.547008547008547,7.6923076923076925,23.0,266.0,58.0,good,medium
Brawley Union High,Brawley Union High,Imperial,28.000000000000004,30.0,75.5,0.21798365122615804,0.544959128065395,94.38692098092642,4.4141689373297,0.10899182561307902,0.32697547683923706,115.0,373.0,131.0,fair,high
Calexico High,Calexico Unified,Imperial,47.0,39.0,82.9,0.23537323470073976,0.03362474781439139,99.39475453934095,0.3026227303295225,0.0,0.03362474781439139,90.0,761.0,194.0,fair,high
Southwest High,Central Union High,Imperial,39.0,28.000000000000004,71.6,0.9358914365933552,0.6083294337856809,92.93401965372017,5.147402901263454,0.18717828731867103,0.18717828731867103,116.0,513.0,183.0,fair,medium
Central Union High,Central Union High,Imperial,42.0,46.0,76.3,0.10526315789473684,0.7368421052631579,96.42105263157895,2.1052631578947367,0.2631578947368421,0.3684210526315789,56.0,403.0,91.0,fair,high
Holtville High,Holtville Unified,Imperial,35.0,31.0,71.9,0.0,0.0,87.68939393939394,10.984848484848484,1.1363636363636365,0.1893939393939394,29.0,138.0,51.0,fair,medium
Imperial High,Imperial Unified,Imperial,44.0,54.0,45.4,0.8327024981074944,1.1355034065102196,83.04314912944739,12.717638152914459,1.1355034065102196,1.1355034065102196,65.0,279.0,78.0,fair,low
Bishop Union High,Bishop Unified,Inyo,51.0,70.0,44.4,0.8576329331046313,0.8576329331046313,36.706689536878216,41.337907375643226,4.288164665523156,15.951972555746142,27.0,133.0,53.0,good,low
Wonderful College Prep Academy,Kern County Office of Education,Kern,19.0,28.000000000000004,81.4,0.9371554575523704,0.3858875413450937,94.87320837927233,1.4884233737596473,0.05512679162072767,2.2601984564498347,126.0,128.0,101.0,poor,high
Robert F. Kennedy High,Delano Joint Union High,Kern,30.0,39.0,94.3,0.7075471698113208,0.4716981132075472,90.80188679245283,0.7861635220125787,0.39308176100628933,6.839622641509433,54.0,304.0,113.0,fair,high
Delano High,Delano Joint Union High,Kern,28.000000000000004,25.0,93.2,0.3615328994938539,0.07230657989877079,84.8879248011569,1.1569052783803326,0.21691973969631237,13.304410701373826,110.0,339.0,79.0,fair,high
Arvin High,Kern High,Kern,18.0,31.0,91.6,0.03710575139146568,0.40816326530612246,97.69944341372913,1.5955473098330242,0.0,0.2597402597402597,71.0,616.0,216.0,poor,high
Stockdale High,Kern High,Kern,59.0,71.0,36.1,14.376590330788805,6.573367260390162,43.72349448685326,23.96098388464801,3.816793893129771,7.548770144189991,99.0,550.0,242.0,good,low
Ridgeview High,Kern High,Kern,33.0,30.0,69.8,8.417508417508419,9.016086793864572,68.2005237560793,12.008978675645341,0.22446689113355783,2.132435465768799,54.0,666.0,245.0,fair,medium
Bakersfield High,Kern High,Kern,44.0,68.0,72.0,0.7236388697450035,11.957270847691246,67.67746381805651,14.713990351481737,1.1716057891109581,3.7560303239145414,47.0,693.0,162.0,fair,medium
East Bakersfield High,Kern High,Kern,23.0,21.0,83.6,0.4191114836546521,5.7418273260687345,86.42078792958927,5.825649622799665,0.2933780385582565,1.2992455993294216,34.0,533.0,133.0,poor,high
Shafter High,Kern High,Kern,31.0,36.0,83.5,1.0259505129752564,0.663850331925166,90.40434520217259,7.060953530476766,0.3621001810500905,0.48280024140012073,44.0,372.0,85.0,fair,high
Taft Union High,Taft Union High,Kern,33.0,31.0,64.6,0.5122950819672131,0.6147540983606558,54.61065573770492,40.36885245901639,1.9467213114754098,1.9467213114754098,35.0,204.0,46.0,fair,medium
Wasco High,Wasco Union High,Kern,22.0,34.0,76.5,0.23296447291788003,1.4560279557367501,93.82644146767618,4.25160163075131,0.05824111822947001,0.17472335468841002,71.0,391.0,183.0,poor,high
McFarland High,McFarland Unified,Kern,9.0,25.0,89.4,0.2985074626865672,0.3980099502487562,97.41293532338308,1.3930348258706469,0.09950248756218905,0.3980099502487562,16.0,203.0,66.0,poor,high
Corcoran High,Corcoran Joint Unified,Kings,33.0,25.0,83.0,0.0,3.4482758620689653,88.50574712643679,7.011494252873564,0.11494252873563218,0.9195402298850575,40.0,169.0,49.0,fair,high
Hanford West High,Hanford Joint Union High,Kings,36.0,53.0,65.9,1.09717868338558,5.015673981191222,71.15987460815047,18.025078369905955,2.586206896551724,2.115987460815047,17.0,301.0,66.0,fair,medium
Hanford High,Hanford Joint Union High,Kings,33.0,50.0,66.5,0.8160703075957313,3.0759573132454485,70.1820464532329,22.724419334588827,1.2554927809165097,1.94601381042059,18.0,335.0,79.0,fair,medium
Lemoore High,Lemoore Union High,Kings,32.0,35.0,52.5,1.2004175365344467,4.697286012526096,60.125260960334025,23.121085594989562,3.1315240083507305,7.724425887265135,81.0,410.0,92.0,fair,medium
Avenal High,Reef-Sunset Unified,Kings,13.0,4.0,89.8,0.0,0.0,97.54977029096477,2.4502297090352223,0.0,0.0,112.0,149.0,63.0,poor,high
Kelseyville High,Kelseyville Unified,Lake,31.0,39.0,75.7,0.0,0.36036036036036034,40.36036036036036,49.009009009009006,5.9459459459459465,4.324324324324325,18.0,124.0,45.0,fair,high
Lassen High,Lassen Union High,Lassen,40.0,56.00000000000001,33.2,0.9333333333333335,1.6,18.933333333333334,63.733333333333334,5.333333333333334,9.466666666666667,27.0,188.0,40.0,fair,low
Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,16.0,11.0,95.8,0.17921146953405018,0.5376344086021506,98.9247311827957,0.17921146953405018,0.0,0.17921146953405018,133.0,118.0,61.0,poor,high
L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,49.0,69.0,18.0,11.742424242424242,6.8181818181818175,27.27272727272727,27.65151515151515,7.765151515151516,18.75,36.0,128.0,72.0,fair,very low
International Polytechnic High,Los Angeles County Office of Education,Los Angeles,65.0,81.0,31.8,8.137044967880087,2.141327623126338,58.2441113490364,7.28051391862955,3.2119914346895073,20.985010706638114,54.0,131.0,75.0,good,low
Cerritos High,ABC Unified,Los Angeles,75.0,89.0,31.5,37.95126353790614,5.144404332129964,28.203971119133577,6.723826714801444,3.790613718411552,18.185920577617328,93.0,509.0,247.0,good,low
Artesia High,ABC Unified,Los Angeles,35.0,37.0,72.7,5.076495132127955,7.927677329624479,72.87899860917942,3.8247566063977745,1.1821974965229485,9.109874826147427,27.0,344.0,95.0,fair,medium
Whitney (Gretchen) High,ABC Unified,Los Angeles,99.0,98.0,25.1,58.620689655172406,1.3793103448275863,15.172413793103448,3.9408866995073892,2.561576354679803,18.32512315270936,55.0,165.0,80.0,excellent,low
Gahr (Richard) High,ABC Unified,Los Angeles,51.0,61.0,53.1,14.388120839733743,13.568868407578085,49.257552483358936,7.629288274449565,1.894521249359959,13.261648745519713,41.0,418.0,207.0,good,medium
William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,28.000000000000004,40.0,77.4,0.9934909215484755,12.983898595409388,79.41075710859884,3.1860226104830422,2.4323398424117846,0.9934909215484755,52.0,668.0,166.0,fair,high
Eastside High,Antelope Valley Union High,Los Angeles,10.0,20.0,81.1,0.5559968228752978,23.431294678316124,63.02621127879269,6.671961874503573,4.88482922954726,1.4297061159650517,45.0,562.0,185.0,poor,high
SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,64.0,62.0,52.300000000000004,3.7527593818984544,13.686534216335541,58.94039735099338,12.803532008830022,6.401766004415011,4.415011037527594,34.0,86.0,66.0,good,medium
Antelope Valley High,Antelope Valley Union High,Los Angeles,10.0,22.0,73.0,0.199203187250996,29.482071713147413,60.88977423638779,4.648074369189907,3.9840637450199203,0.796812749003984,18.0,454.0,83.0,poor,medium
Palmdale High,Antelope Valley Union High,Los Angeles,16.0,25.0,81.4,0.15810276679841898,14.268774703557312,78.57707509881423,3.2015810276679844,2.727272727272727,1.0671936758893281,24.0,621.0,108.0,poor,high
Quartz Hill High,Antelope Valley Union High,Los Angeles,60.0,79.0,37.4,3.318951211417192,9.293063391968138,43.84334550282111,33.42183869897112,8.09824095585795,2.0245602389644874,68.0,750.0,188.0,good,low
Littlerock High,Antelope Valley Union High,Los Angeles,25.0,8.0,81.2,0.13879250520471895,4.718945176960444,81.3324080499653,10.82581540596808,2.5676613462873004,0.4163775156141568,25.0,336.0,63.0,poor,high
Lancaster High,Antelope Valley Union High,Los Angeles,34.0,42.0,58.8,1.6485575121768452,21.918321468714876,50.65567628325215,16.37317347321094,5.88235294117647,3.521918321468715,45.0,575.0,116.0,fair,medium
Arcadia High,Arcadia Unified,Los Angeles,85.0,91.0,26.0,63.97797214123745,2.688694525429219,14.73922902494331,13.475866537091028,1.198574667962423,3.919663103336573,192.0,829.0,369.0,excellent,low
Azusa High,Azusa Unified,Los Angeles,36.0,16.0,79.7,1.1882998171846435,1.0054844606946984,93.327239488117,2.742230347349177,0.3656307129798903,1.3711151736745886,25.0,291.0,95.0,fair,high
Gladstone High,Azusa Unified,Los Angeles,42.0,54.0,79.0,0.847457627118644,1.2241054613935969,92.8436911487759,2.824858757062147,0.4708097928436911,1.7890772128060264,24.0,266.0,91.0,fair,high
Baldwin Park High,Baldwin Park Unified,Los Angeles,43.0,47.0,100.0,5.76036866359447,0.6336405529953917,90.8410138248848,0.6912442396313364,0.1728110599078341,1.9009216589861753,114.0,438.0,135.0,fair,high
Sierra Vista High,Baldwin Park Unified,Los Angeles,34.0,31.0,100.0,8.167539267015707,0.5759162303664921,88.06282722513089,0.2617801047120419,0.052356020942408384,2.8795811518324608,108.0,429.0,148.0,fair,high
Bassett Senior High,Bassett Unified,Los Angeles,32.0,56.99999999999999,93.7,2.720348204570185,0.3264417845484222,94.88574537540805,0.6528835690968444,0.0,1.4145810663764962,21.0,254.0,91.0,fair,high
Mayfair High,Bellflower Unified,Los Angeles,50.0,79.0,56.89999999999999,5.007002801120448,15.266106442577032,54.55182072829131,13.515406162464986,3.711484593837535,7.948179271708683,24.0,452.0,161.0,fair,medium
Beverly Hills High,Beverly Hills Unified,Los Angeles,80.0,86.0,17.0,10.708782742681047,3.2357473035439135,9.784283513097073,70.33898305084746,3.4668721109399074,2.465331278890601,91.0,404.0,145.0,excellent,very low
Bonita High,Bonita Unified,Los Angeles,56.99999999999999,61.0,32.3,5.6553911205073994,3.06553911205074,50.26427061310782,28.43551797040169,7.08245243128964,5.496828752642706,115.0,471.0,182.0,good,low
San Dimas High,Bonita Unified,Los Angeles,48.0,64.0,37.0,5.692883895131086,3.7453183520599254,55.88014981273408,24.19475655430712,5.543071161048689,4.943820224719101,42.0,324.0,134.0,fair,low
Burbank High,Burbank Unified,Los Angeles,71.0,81.0,42.1,5.483234714003945,2.72189349112426,24.694280078895464,59.289940828402365,2.366863905325444,5.44378698224852,94.0,586.0,230.0,good,low
Hawthorne High,Centinela Valley Union High,Los Angeles,12.0,16.0,85.1,1.1431682090364725,9.961894393032118,84.32226456178552,1.2520413718018508,1.95971692977681,1.3609145345672293,124.0,498.0,199.0,poor,high
Lawndale High,Centinela Valley Union High,Los Angeles,21.0,18.0,82.5,2.1875,17.8125,72.23214285714286,1.2946428571428572,4.642857142857143,1.830357142857143,28.0,553.0,220.0,poor,high
Leuzinger High,Centinela Valley Union High,Los Angeles,19.0,12.0,84.2,3.477344573234984,15.911485774499473,74.3414120126449,1.5279241306638567,2.054794520547945,2.6870389884088515,33.0,415.0,170.0,poor,high
Charter Oak High,Charter Oak Unified,Los Angeles,52.0,66.0,50.3,5.27411519777932,2.914642609299098,67.45315752949341,18.598195697432338,2.7758501040943786,2.9840388619014573,38.0,364.0,162.0,good,medium
Claremont High,Claremont Unified,Los Angeles,67.0,74.0,31.900000000000002,10.903691132795927,4.4123886296139165,42.002545608824775,34.365719134493,5.091217649554518,3.224437844717862,139.0,591.0,263.0,good,low
Northview High,Covina-Valley Unified,Los Angeles,24.0,33.0,74.1,2.0553359683794468,1.7391304347826086,87.35177865612648,4.426877470355731,0.6324110671936759,3.7944664031620556,46.0,325.0,313.0,poor,medium
South Hills High,Covina-Valley Unified,Los Angeles,30.0,59.0,56.00000000000001,7.43700061462815,3.4419176398279046,73.50952673632453,11.001843884449908,0.5531653349723417,4.056545789797172,17.0,401.0,381.0,fair,medium
Culver City High,Culver City Unified,Los Angeles,53.0,64.0,35.0,10.51918735891648,16.478555304740404,35.98194130925508,26.997742663656886,7.042889390519187,2.979683972911964,147.0,526.0,222.0,good,low
Downey High,Downey Unified,Los Angeles,46.0,68.0,63.7,2.1536252692031588,3.015075376884422,87.724335965542,4.881550610193827,0.6221584111031347,1.6032543670734625,87.0,1050.0,396.0,fair,medium
Warren (Earl) High,Downey Unified,Los Angeles,44.0,67.0,67.1,1.7694063926940637,2.996575342465753,89.12671232876713,4.309360730593608,0.48515981735159813,1.3127853881278537,48.0,845.0,335.0,fair,medium
California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,70.0,78.0,22.4,11.444444444444445,2.2222222222222223,41.77777777777778,24.666666666666668,8.777777777777777,11.11111111111111,27.0,90.0,40.0,good,very low
Duarte High,Duarte Unified,Los Angeles,21.0,36.0,74.7,3.5131744040150563,3.136762860727729,80.30112923462987,6.148055207026349,1.5056461731493098,5.395232120451694,28.0,199.0,73.0,poor,medium
El Monte High,El Monte Union High,Los Angeles,34.0,37.0,94.7,13.394919168591224,0.17321016166281755,85.85450346420323,0.28868360277136257,0.11547344110854503,0.17321016166281755,114.0,397.0,122.0,fair,high
Rosemead High,El Monte Union High,Los Angeles,63.0,78.0,80.3,45.348837209302324,0.7198228128460686,50.775193798449614,1.8272425249169437,0.0,1.3289036544850499,51.0,511.0,179.0,good,high
South El Monte High,El Monte Union High,Los Angeles,37.0,37.0,89.6,3.25542570951586,0.1669449081803005,96.16026711185309,0.1669449081803005,0.0,0.25041736227045075,57.0,278.0,119.0,fair,high
El Rancho High,El Rancho Unified,Los Angeles,32.0,28.000000000000004,65.2,0.30474531998258597,0.478885502829778,97.34436221158033,1.0883761427949499,0.21767522855899,0.5659555942533739,218.0,592.0,266.0,fair,medium
El Segundo High,El Segundo Unified,Los Angeles,66.0,72.0,16.5,5.03655564581641,6.011372867587327,23.801787164906578,48.90333062550772,13.97238017871649,2.274573517465475,109.0,292.0,140.0,good,very low
Crescenta Valley High,Glendale Unified,Los Angeles,86.0,87.0,26.200000000000003,24.858115777525537,0.8323874385168369,14.264093832765795,52.591751797200146,3.745743473325766,3.7079076806659095,143.0,631.0,266.0,excellent,low
Glendale High,Glendale Unified,Los Angeles,61.0,69.0,72.8,2.316784869976359,1.5130023640661938,33.3806146572104,51.25295508274231,1.3238770685579195,10.212765957446807,42.0,547.0,177.0,good,medium
Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,85.0,86.0,56.39999999999999,4.707933740191804,0.08718395815170009,5.492589363557106,82.56320836965998,1.2205754141238012,5.928509154315606,21.0,224.0,92.0,excellent,medium
Glendora High,Glendora Unified,Los Angeles,75.0,84.0,26.0,7.891387356809504,1.3576580398812048,44.37844717861689,39.75392448027153,4.072974119643614,2.545608824777259,79.0,591.0,248.0,good,low
Hawthorne Math and Science Academy,Hawthorne,Los Angeles,64.0,44.0,82.4,7.931034482758621,13.793103448275861,66.72413793103448,4.137931034482759,0.1724137931034483,7.241379310344828,112.0,112.0,64.0,good,high
Inglewood High,Inglewood Unified,Los Angeles,4.0,10.0,86.9,1.1820330969267139,27.89598108747045,68.79432624113475,0.7092198581560284,0.2364066193853428,1.1820330969267139,60.0,176.0,76.0,poor,high
Morningside High,Inglewood Unified,Los Angeles,8.0,4.0,82.0,0.5899705014749262,30.08849557522124,67.69911504424779,0.5899705014749262,0.14749262536873156,0.8849557522123894,51.0,193.0,59.0,poor,high
City Honors College Preparatory Academy,Inglewood Unified,Los Angeles,21.0,41.0,73.3,0.2967359050445104,60.534124629080125,37.0919881305638,0.5934718100890208,0.2967359050445104,1.1869436201780417,17.0,95.0,47.0,poor,medium
Animo Inglewood Charter High,Inglewood Unified,Los Angeles,43.0,22.0,96.9,0.0,9.365079365079366,89.04761904761904,0.0,1.5873015873015872,0.0,99.0,145.0,68.0,fair,high
La Canada High,La Canada Unified,Los Angeles,92.0,94.0,4.8,28.757854035766073,0.7733204446592556,10.82648622522958,49.49250845819236,8.45819236346061,1.6916384726921216,138.0,346.0,170.0,excellent,very low
Agoura High,Las Virgenes Unified,Los Angeles,81.0,81.0,10.8,6.263048016701461,1.1482254697286012,12.160751565762004,75.10438413361169,3.3402922755741122,1.9832985386221296,140.0,459.0,134.0,excellent,very low
Calabasas High,Las Virgenes Unified,Los Angeles,68.0,85.0,12.1,5.518650996423097,3.832396525293817,9.65763924374042,76.49463464486459,2.86152273888605,1.6351558507920287,182.0,524.0,203.0,good,very low
Environmental Charter High,Lawndale Elementary,Los Angeles,23.0,20.0,81.6,2.9013539651837523,6.189555125725339,85.1063829787234,3.0947775628626695,0.9671179883945842,1.7408123791102514,96.0,126.0,95.0,poor,high
Animo Leadership High,Lennox,Los Angeles,17.0,10.0,94.6,0.15822784810126583,0.4746835443037975,99.20886075949366,0.0,0.0,0.15822784810126583,127.0,153.0,89.0,poor,high
Jordan High,Long Beach Unified,Los Angeles,10.0,21.0,82.4,3.7394957983193278,14.705882352941178,75.33613445378151,1.3445378151260505,0.6302521008403361,4.243697478991597,107.0,606.0,463.0,poor,high
Lakewood High,Long Beach Unified,Los Angeles,32.0,57.99999999999999,60.3,8.111417202326294,18.79400061218243,52.555861646770744,11.47842056932966,2.3875114784205693,6.6727884909703095,38.0,743.0,595.0,fair,medium
Millikan High,Long Beach Unified,Los Angeles,46.0,70.0,39.9,4.738795318298601,8.935198401370254,45.446759920068516,31.458749643163003,3.025977733371396,6.394518983728233,71.0,824.0,461.0,fair,low
Wilson High,Long Beach Unified,Los Angeles,30.0,63.0,61.0,7.775377969762419,12.230021598272138,54.91360691144709,18.682505399568033,2.2138228941684663,4.184665226781858,75.0,818.0,671.0,fair,medium
California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,95.0,89.0,45.5,23.21699544764795,6.0698027314112295,42.03338391502276,6.525037936267071,4.24886191198786,17.905918057663126,65.0,164.0,143.0,excellent,low
High Tech LA,Los Angeles Unified,Los Angeles,67.0,40.0,46.0,2.393617021276596,1.5957446808510638,33.51063829787234,53.72340425531915,2.127659574468085,6.648936170212766,15.0,90.0,63.0,good,low
Central City Value,Los Angeles Unified,Los Angeles,12.0,53.0,95.2,0.8492569002123143,0.42462845010615713,94.47983014861995,0.42462845010615713,0.0,3.821656050955414,15.0,105.0,83.0,poor,high
New Designs Charter,Los Angeles Unified,Los Angeles,18.0,10.0,91.6,0.11098779134295228,5.660377358490567,87.79134295227526,0.0,0.11098779134295228,6.326304106548279,68.0,86.0,67.0,poor,high
Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,4.0,12.0,95.0,0.0,0.0,95.45454545454545,0.3787878787878788,0.0,4.166666666666666,34.0,86.0,70.0,poor,high
Animo Venice Charter High,Los Angeles Unified,Los Angeles,42.0,21.0,88.5,0.17605633802816903,5.105633802816902,90.14084507042254,3.5211267605633805,0.7042253521126761,0.35211267605633806,86.0,132.0,24.0,fair,high
Animo Pat Brown,Los Angeles Unified,Los Angeles,18.0,12.0,96.3,0.0,1.0,98.16666666666667,0.6666666666666667,0.16666666666666669,0.0,120.0,131.0,103.0,poor,high
Orthopaedic Hospital,Los Angeles Unified,Los Angeles,28.999999999999996,26.0,92.9,1.631116687578419,2.0075282308657463,93.97741530740275,1.0037641154328731,0.2509410288582183,1.1292346298619824,69.0,168.0,134.0,fair,high
Port of Los Angeles High,Los Angeles Unified,Los Angeles,60.0,66.0,61.7,1.6753926701570683,3.87434554973822,79.47643979057591,6.596858638743456,2.1989528795811517,6.178010471204189,38.0,202.0,80.0,good,medium
Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,22.0,15.0,98.7,0.16611295681063123,3.322259136212625,94.6843853820598,0.9966777408637874,0.0,0.8305647840531563,162.0,138.0,138.0,poor,high
Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,21.0,27.0,93.9,0.5025125628140703,0.16750418760469013,98.3249581239531,0.33500837520938026,0.0,0.6700167504187605,70.0,141.0,138.0,poor,high
Santee Education Complex,Los Angeles Unified,Los Angeles,8.0,12.0,94.3,0.05592841163310962,5.201342281879195,93.0089485458613,1.5100671140939599,0.11185682326621924,0.11185682326621924,24.0,384.0,334.0,poor,high
South East High,Los Angeles Unified,Los Angeles,20.0,28.000000000000004,91.2,0.05012531328320802,2.4060150375939853,96.44110275689222,1.1027568922305764,0.0,0.0,152.0,368.0,220.0,poor,high
Maywood Academy High,Los Angeles Unified,Los Angeles,8.0,19.0,91.7,0.5972696245733788,0.5119453924914675,97.95221843003414,0.7679180887372014,0.0,0.17064846416382254,26.0,249.0,109.0,poor,high
Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,28.999999999999996,18.0,90.8,0.43668122270742354,1.0917030567685588,94.54148471615721,0.21834061135371177,0.0,3.711790393013101,80.0,101.0,95.0,fair,high
Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,19.0,17.0,98.2,0.0,4.67741935483871,93.54838709677419,1.4516129032258065,0.3225806451612903,0.0,58.0,148.0,116.0,poor,high
Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,25.0,38.0,92.8,0.0,9.265734265734265,90.20979020979021,0.17482517482517482,0.34965034965034963,0.0,21.0,128.0,44.0,poor,high
Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,17.0,11.0,91.3,0.10101010101010101,4.040404040404041,95.65656565656566,0.20202020202020202,0.0,0.0,148.0,130.0,126.0,poor,high
Alliance Marc & Eva Stern Math and Science,Los Angeles Unified,Los Angeles,35.0,31.0,85.6,1.3559322033898304,1.1864406779661016,94.23728813559322,2.3728813559322033,0.0,0.847457627118644,157.0,141.0,139.0,fair,high
East Valley Senior High,Los Angeles Unified,Los Angeles,9.0,7.000000000000001,85.4,0.6134969325153374,4.08997955010225,89.57055214723927,3.885480572597137,0.6134969325153374,1.2269938650306749,15.0,141.0,82.0,poor,high
Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,34.0,24.0,91.9,1.171875,14.2578125,83.0078125,0.1953125,0.1953125,1.171875,45.0,117.0,62.0,fair,high
Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,21.0,35.0,95.6,2.881152460984394,2.881152460984394,88.35534213685474,0.9603841536614646,0.36014405762304924,4.561824729891957,20.0,233.0,97.0,poor,high
Helen Bernstein High,Los Angeles Unified,Los Angeles,9.0,12.0,83.0,2.571428571428571,2.0,88.71428571428571,3.2857142857142856,0.2857142857142857,3.1428571428571432,34.0,124.0,43.0,poor,high
APEX Academy,Los Angeles Unified,Los Angeles,2.0,0.0,94.3,0.7894736842105263,1.5789473684210527,92.89473684210526,1.8421052631578945,0.2631578947368421,2.631578947368421,30.0,82.0,46.0,poor,high
Los Angeles High School of the Arts,Los Angeles Unified,Los Angeles,21.0,59.0,91.1,3.286384976525822,2.5821596244131455,88.02816901408451,1.8779342723004695,0.2347417840375587,3.9906103286384975,17.0,108.0,48.0,poor,high
Alain Leroy Locke College Preparatory Academy,Los Angeles Unified,Los Angeles,9.0,6.0,96.4,0.07122507122507123,21.723646723646723,77.77777777777779,0.14245014245014245,0.14245014245014245,0.14245014245014245,112.0,382.0,98.0,poor,high
UCLA Community K-12,Los Angeles Unified,Los Angeles,39.0,19.0,91.2,8.048289738430583,2.5150905432595576,82.9979879275654,1.1066398390342052,0.2012072434607646,5.1307847082494975,21.0,91.0,54.0,fair,high
New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,4.0,0.0,92.5,0.0,50.8235294117647,44.94117647058823,0.4705882352941176,0.4705882352941176,3.294117647058824,25.0,47.0,25.0,poor,high
Daniel Pearl Journalism & Communications Magnet,Los Angeles Unified,Los Angeles,48.0,61.0,61.5,4.166666666666666,4.487179487179487,56.730769230769226,27.24358974358974,1.6025641025641024,5.769230769230769,23.0,71.0,42.0,fair,medium
Alliance Tennenbaum Family Technology High,Los Angeles Unified,Los Angeles,28.000000000000004,11.0,88.0,1.0526315789473684,1.0526315789473684,93.33333333333333,1.4035087719298245,0.0,3.1578947368421053,89.0,89.0,18.0,fair,high
Esteban Torres East LA Performing Arts Magnet,Los Angeles Unified,Los Angeles,3.0,11.0,92.2,0.6960556844547563,5.336426914153132,92.34338747099768,1.160092807424594,0.23201856148491878,0.23201856148491878,27.0,85.0,31.0,poor,high
PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,25.0,24.0,79.7,0.22075055187637968,0.22075055187637968,96.90949227373068,0.44150110375275936,0.22075055187637968,1.9867549668874174,93.0,100.0,76.0,poor,high
Alliance Ted K. Tajima High,Los Angeles Unified,Los Angeles,30.0,22.0,93.3,0.45454545454545453,0.9090909090909091,96.36363636363636,0.22727272727272727,0.0,2.0454545454545454,110.0,59.0,57.0,fair,high
Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,23.0,33.0,65.0,4.9394221808014915,3.727865796831314,60.764212488350424,21.435228331780056,1.863932898415657,7.269338303821063,30.0,262.0,107.0,poor,medium
Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,6.0,4.0,94.8,0.0,7.40402193784278,91.31627056672761,1.0054844606946984,0.18281535648994515,0.09140767824497258,27.0,147.0,97.0,poor,high
Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,18.0,2.0,79.2,1.9305019305019304,18.79021879021879,69.24066924066923,2.8314028314028317,1.287001287001287,5.9202059202059205,43.0,129.0,40.0,poor,high
Synergy Quantum Academy,Los Angeles Unified,Los Angeles,17.0,40.0,97.5,0.0,0.9242144177449169,98.70609981515712,0.18484288354898337,0.0,0.18484288354898337,15.0,125.0,88.0,poor,high
Animo College Preparatory Academy,Los Angeles Unified,Los Angeles,13.0,17.0,95.5,0.0,9.921671018276761,88.51174934725849,1.3054830287206265,0.0,0.26109660574412535,35.0,128.0,52.0,poor,high
Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,12.0,8.0,92.4,0.20408163265306123,16.93877551020408,81.42857142857143,0.40816326530612246,0.20408163265306123,0.8163265306122449,147.0,131.0,127.0,poor,high
STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,19.0,34.0,97.6,4.21792618629174,1.054481546572935,86.64323374340948,3.5149384885764503,0.17574692442882248,4.393673110720562,44.0,124.0,69.0,poor,high
Math and Science College Preparatory,Los Angeles Unified,Los Angeles,48.0,19.0,92.7,0.5725190839694656,8.396946564885496,90.64885496183206,0.19083969465648853,0.0,0.19083969465648853,148.0,155.0,27.0,fair,high
Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,16.0,27.0,93.7,0.4316546762589928,0.0,98.70503597122303,0.8633093525179856,0.0,0.0,37.0,141.0,81.0,poor,high
Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,9.0,8.0,95.0,0.4140786749482402,1.8633540372670807,95.44513457556936,1.0351966873706004,0.0,1.2422360248447204,40.0,90.0,92.0,poor,high
Valor Academy High,Los Angeles Unified,Los Angeles,16.0,10.0,91.7,0.3976143141153081,0.3976143141153081,91.45129224652088,1.9880715705765408,0.0,5.7654075546719685,82.0,122.0,45.0,poor,high
